Dato,Tid,Globalstraling,Solskinstid,Lufttemperatur,"Relativ luftfuktighet",Vindretning,Vindstyrke,Lufttrykk,Vindkast
2021-01-01,00:00,-1.3,0,0.1,91,138,0.5,996.5,0.9
2021-01-01,00:10,-1.2,0,-0.3,90,153,0.4,996.7,0.6
2021-01-01,00:20,-0.6,0,0.3,90,159,0.2,996.7,0.6
2021-01-01,00:30,-0.6,0,0,91,208,0.5,996.7,0.9
2021-01-01,00:40,-1.3,0,-0.2,90,125,0.5,996.8,0.9
2021-01-01,00:50,-1.5,0,-0.4,90,105,0.1,996.8,0.6
2021-01-01,01:00,-1.1,0,-0.1,91,124,0.4,996.8,0.9
2021-01-01,01:10,-1,0,-0.1,91,137,0.6,996.8,1.2
2021-01-01,01:20,-1.1,0,-0.1,90,128,0.2,996.8,0.6
2021-01-01,01:30,-0.8,0,-0.3,90,123,0,996.8,0.3
2021-01-01,01:40,-0.2,0,0,91,177,0.4,997,0.9
2021-01-01,01:50,-0.2,0,0.3,91,316,1,997.2,1.5
2021-01-01,02:00,-0.5,0,0.2,91,282,0.9,997.2,1.5
2021-01-01,02:10,-0.9,0,0.1,91,282,0.9,997.3,1.8
2021-01-01,02:20,-0.9,0,0.1,91,269,0.9,997.3,1.2
2021-01-01,02:30,-1.2,0,0,91,272,0.8,997.3,1.5
2021-01-01,02:40,-1.2,0,-0.1,90,71,0.5,997.5,1.2
2021-01-01,02:50,-1.7,0,-0.3,89,128,0.2,997.5,0.6
2021-01-01,03:00,-1.5,0,-0.2,90,125,0.3,997.5,0.9
2021-01-01,03:10,-1,0,-0.3,90,101,0.3,997.5,0.9
2021-01-01,03:20,-0.5,0,0.1,91,38,0.7,997.5,1.8
2021-01-01,03:30,-0.6,0,0.2,91,305,1.1,997.5,1.5
2021-01-01,03:40,-1.1,0,0,91,281,0.8,997.3,1.5
2021-01-01,03:50,-1.8,0,-0.5,90,235,0.1,997.3,0.6
2021-01-01,04:00,-1,0,-0.1,91,264,0.7,997.3,1.5
2021-01-01,04:10,-1.1,0,-0.2,91,16,0.5,997.5,1.2
2021-01-01,04:20,-1,0,-0.2,91,80,0.3,997.3,0.9
2021-01-01,04:30,-0.7,0,0.1,91,15,0.6,997.5,1.8
2021-01-01,04:40,-0.7,0,0.1,91,294,1.3,997.5,3
2021-01-01,04:50,-1,0,0.1,91,282,1.3,997.5,2.7
2021-01-01,05:00,-1,0,0.3,91,273,1.8,997.5,2.7
2021-01-01,05:10,-1.3,0,0.5,91,268,1.3,997.5,1.8
2021-01-01,05:20,-1.2,0,0.6,91,293,1.7,997.7,2.4
2021-01-01,05:30,-2,0,-0.1,89,273,0.8,997.7,1.8
2021-01-01,05:40,-2.1,0,0,90,141,1.3,997.7,1.8
2021-01-01,05:50,-1.7,0,-0.2,90,139,1.1,997.8,1.8
2021-01-01,06:00,-1.8,0,-0.3,90,124,0.9,997.8,1.5
2021-01-01,06:10,-1.5,0,-0.3,90,123,1,997.8,1.5
2021-01-01,06:20,-1.4,0,-0.1,90,133,1.2,997.8,1.8
2021-01-01,06:30,-1.2,0,-0.1,90,146,0.8,997.8,1.5
2021-01-01,06:40,-0.9,0,0.2,91,174,0.8,998,2.4
2021-01-01,06:50,-1.2,0,0.1,90,274,1,998.2,2.1
2021-01-01,07:00,-1.8,0,-0.3,89,196,0.6,998.5,1.5
2021-01-01,07:10,-1.3,0,-0.1,90,115,1,998.5,1.8
2021-01-01,07:20,-1.4,0,-0.2,90,133,1,998.5,1.8
2021-01-01,07:30,-1.1,0,-0.1,89,144,1.3,998.7,1.8
2021-01-01,07:40,-1.2,0,-0.3,89,120,0.9,998.7,1.5
2021-01-01,07:50,-1.4,0,-0.5,89,146,0.6,998.7,1.2
2021-01-01,08:00,-1.4,0,-0.4,89,147,0.5,998.8,1.5
2021-01-01,08:10,-0.5,0,0.2,90,186,0.5,998.8,1.5
2021-01-01,08:20,-0.2,0,-0.1,89,278,0.8,998.8,1.5
2021-01-01,08:30,-0.1,0,-0.3,89,212,0.3,999,0.9
2021-01-01,08:40,1.4,0,-0.8,89,129,0.9,999,1.8
2021-01-01,08:50,3.4,0,-0.4,89,150,1.2,999,1.8
2021-01-01,09:00,5,0,-0.5,89,146,0.9,999.2,1.5
2021-01-01,09:10,6.8,0,-0.7,88,147,0.2,999.4,0.9
2021-01-01,09:20,9.5,0,-0.4,90,203,0.4,999.4,1.5
2021-01-01,09:30,15.2,0,-0.3,89,203,0.5,999.5,1.2
2021-01-01,09:40,65,0,-0.3,89,199,0.6,999.7,1.8
2021-01-01,09:50,75.5,0,0.2,89,150,0.3,999.7,0.9
2021-01-01,10:00,84.3,0,0.2,90,228,0.6,999.9,1.5
2021-01-01,10:10,91.7,0,0.2,89,259,0.6,1000,1.5
2021-01-01,10:20,97.8,0,0.3,89,171,0.6,1000.2,1.5
2021-01-01,10:30,104.9,0,0.3,89,107,1,1000,1.8
2021-01-01,10:40,111.8,0,0.3,89,119,1.1,1000,1.8
2021-01-01,10:50,123.3,0,0.5,89,154,0.8,1000.2,1.8
2021-01-01,11:00,155.3,0,0.6,89,167,0.8,1000.2,1.2
2021-01-01,11:10,156.8,0,0.5,88,165,1,1000.2,1.8
2021-01-01,11:20,150.2,0,0.4,88,153,1.2,1000.2,1.8
2021-01-01,11:30,146.6,0,0.4,87,139,1,1000.2,1.5
2021-01-01,11:40,143.9,0,0.3,87,133,1.4,1000.2,2.4
2021-01-01,11:50,47.6,0,0.1,87,138,1.3,1000.2,1.8
2021-01-01,12:00,26,0,0,87,147,1.2,1000.2,1.8
2021-01-01,12:10,25.1,0,-0.2,87,165,0.7,1000.2,1.8
2021-01-01,12:20,25.7,0,-0.1,88,178,0.5,1000.2,0.9
2021-01-01,12:30,24.4,0,0.1,87,181,0.3,1000.2,0.9
2021-01-01,12:40,23,0,0.4,88,196,0.5,1000.2,1.2
2021-01-01,12:50,22.9,0,0.5,87,254,0.7,1000.2,0.9
2021-01-01,13:00,21.2,0,0.5,85,259,0.5,1000.2,0.9
2021-01-01,13:10,20.2,0,0.3,85,259,0.2,1000.2,0.6
2021-01-01,13:20,19.4,0,0.4,86,254,0.3,1000.2,0.9
2021-01-01,13:30,17.7,0,0.3,86,246,0.3,1000.2,0.6
2021-01-01,13:40,16.2,0,0.5,86,254,0.5,1000.2,1.5
2021-01-01,13:50,14.8,0,0.6,86,279,1,1000.4,1.5
2021-01-01,14:00,12.2,0,0.3,85,280,0.2,1000.4,0.6
2021-01-01,14:10,10.6,0,0.4,86,271,0.3,1000.4,0.6
2021-01-01,14:20,7.8,0,0,85,269,0,1000.4,0.3
2021-01-01,14:30,5.8,0,-0.6,85,269,0,1000.5,0
2021-01-01,14:40,3.9,0,-0.3,86,269,0,1000.7,0.3
2021-01-01,14:50,2.1,0,-0.4,86,269,0,1000.7,0
2021-01-01,15:00,1.1,0,-0.3,87,264,0.1,1000.9,0.6
2021-01-01,15:10,0.1,0,-0.2,87,252,0.2,1000.9,0.6
2021-01-01,15:20,-0.7,0,-0.7,86,252,0,1001,0.3
2021-01-01,15:30,-1.2,0,-0.4,87,252,0.1,1001,0.6
2021-01-01,15:40,-1.1,0,-0.3,87,252,0.2,1001,0.6
2021-01-01,15:50,-1,0,0.1,88,252,0.4,1001,0.9
2021-01-01,16:00,-1,0,-0.3,86,252,0.2,1001.2,0.9
2021-01-01,16:10,-1,0,-0.2,87,216,0.4,1001.2,0.9
2021-01-01,16:20,-1.1,0,-0.1,87,153,0.6,1001.2,1.2
2021-01-01,16:30,-1,0,-0.2,86,151,0.4,1001.4,0.6
2021-01-01,16:40,-1,0,-0.2,87,150,0.5,1001.4,0.9
2021-01-01,16:50,-1.1,0,-0.3,86,150,0.6,1001.5,0.9
2021-01-01,17:00,-1.1,0,-0.6,85,154,0.4,1001.5,1.2
2021-01-01,17:10,-1,0,-0.7,86,155,0.2,1001.5,0.9
2021-01-01,17:20,-1,0,-0.5,86,165,0.8,1001.5,1.5
2021-01-01,17:30,-0.9,0,-0.6,86,137,0.9,1001.7,1.5
2021-01-01,17:40,-0.7,0,-0.7,86,146,1,1001.7,1.8
2021-01-01,17:50,-0.7,0,-0.4,86,153,1,1001.7,1.5
2021-01-01,18:00,-1,0,-0.7,85,146,0.8,1001.9,1.2
2021-01-01,18:10,-1,0,-0.7,86,147,1,1001.9,1.5
2021-01-01,18:20,-0.7,0,-0.8,86,164,1.1,1001.9,1.5
2021-01-01,18:30,-1.2,0,-0.7,86,147,0.8,1002,1.5
2021-01-01,18:40,-1.2,0,-0.6,86,135,0.7,1002,0.9
2021-01-01,18:50,-1,0,-0.8,85,144,0.8,1002.2,1.2
2021-01-01,19:00,-1.1,0,-1,85,147,0.9,1002.2,1.2
2021-01-01,19:10,-1.1,0,-1,85,145,0.7,1002.4,1.2
2021-01-01,19:20,-1,0,-0.9,86,144,0.9,1002.4,1.2
2021-01-01,19:30,-0.6,0,-0.8,86,140,0.8,1002.4,1.2
2021-01-01,19:40,-0.8,0,-0.7,85,138,0.8,1002.6,1.2
2021-01-01,19:50,-1,0,-0.7,85,138,0.5,1002.6,0.9
2021-01-01,20:00,-0.7,0,-0.9,85,138,0.4,1002.7,0.6
2021-01-01,20:10,-0.7,0,-1,85,139,0.2,1002.7,0.6
2021-01-01,20:20,-0.5,0,-1,86,138,0.4,1002.9,0.9
2021-01-01,20:30,-0.3,0,-1,85,152,0.7,1002.9,0.9
2021-01-01,20:40,-0.6,0,-1,85,151,0.6,1003.1,1.2
2021-01-01,20:50,-0.9,0,-0.9,85,150,0.4,1003.1,0.6
2021-01-01,21:00,-1,0,-1.1,85,150,0.2,1003.2,0.6
2021-01-01,21:10,-0.6,0,-1.2,86,148,0.8,1003.2,1.5
2021-01-01,21:20,-0.4,0,-1,86,153,0.8,1003.2,1.2
2021-01-01,21:30,-0.4,0,-0.9,86,138,0.6,1003.2,0.9
2021-01-01,21:40,-0.5,0,-1,85,143,0.8,1003.2,1.2
2021-01-01,21:50,-0.5,0,-1,85,158,1.1,1003.4,1.8
2021-01-01,22:00,-0.7,0,-1,85,141,0.9,1003.4,1.5
2021-01-01,22:10,-0.7,0,-1.1,85,136,0.8,1003.4,1.2
2021-01-01,22:20,-0.4,0,-0.9,85,148,0.9,1003.4,1.2
2021-01-01,22:30,-0.5,0,-1,85,139,0.5,1003.6,0.9
2021-01-01,22:40,-0.2,0,-1,85,140,0.2,1003.6,0.6
2021-01-01,22:50,0,0,-1.1,85,136,0.1,1003.7,0.6
2021-01-01,23:00,0,0,-1.1,85,136,0,1003.7,0.3
2021-01-01,23:10,-0.1,0,-0.9,86,136,0.3,1003.7,0.9
2021-01-01,23:20,-0.1,0,-1.2,86,138,1,1003.9,1.5
2021-01-01,23:30,-0.1,0,-0.8,86,137,0.5,1003.9,0.9
2021-01-01,23:40,-0.3,0,-1,85,136,0.2,1004.1,0.6
2021-01-01,23:50,-0.2,0,-1.1,85,136,0,1004.1,0
2021-01-02,00:00,-0.3,0,-1.1,86,136,0,1004.2,0.3
2021-01-02,00:10,-0.3,0,-0.8,86,136,0.2,1004.2,0.6
2021-01-02,00:20,-0,0,-0.6,87,148,0.8,1004.2,1.2
2021-01-02,00:30,0.4,0,-0.4,86,160,0.5,1004.4,0.9
2021-01-02,00:40,0.2,0,-0.5,86,147,0.7,1004.4,1.2
2021-01-02,00:50,-0.4,0,-0.8,85,143,1.2,1004.4,1.8
2021-01-02,01:00,-0.5,0,-0.6,85,153,1,1004.4,1.8
2021-01-02,01:10,-0.4,0,-0.6,85,135,0.8,1004.6,1.2
2021-01-02,01:20,-0.2,0,-0.7,85,134,1,1004.6,1.8
2021-01-02,01:30,0,0,-0.6,86,160,1.2,1004.6,2.1
2021-01-02,01:40,-0,0,-0.6,85,155,0.8,1004.7,1.8
2021-01-02,01:50,0,0,-0.4,85,136,0.1,1004.9,0.6
2021-01-02,02:00,0.2,0,-0.3,85,131,0.1,1004.9,0.6
2021-01-02,02:10,-0.4,0,-0.5,85,132,0.7,1004.9,1.2
2021-01-02,02:20,-0.6,0,-0.7,85,130,0.8,1004.9,1.2
2021-01-02,02:30,-0.8,0,-0.6,85,126,0.5,1004.9,0.9
2021-01-02,02:40,-0.7,0,-0.5,85,164,0.6,1005.1,0.9
2021-01-02,02:50,-0.6,0,-0.4,85,163,0.5,1005.1,0.9
2021-01-02,03:00,-0.1,0,-0.2,85,158,0.8,1005.1,1.2
2021-01-02,03:10,-0.3,0,-0.3,84,150,0.6,1005.1,0.9
2021-01-02,03:20,-0.2,0,-0.1,83,139,0.2,1005.2,0.6
2021-01-02,03:30,0.1,0,-0.1,83,135,0.1,1005.2,0.6
2021-01-02,03:40,0.3,0,0,83,121,0.4,1005.4,0.9
2021-01-02,03:50,0.2,0,0.4,82,129,0.5,1005.4,0.9
2021-01-02,04:00,0.1,0,0.4,82,254,0.5,1005.4,0.9
2021-01-02,04:10,-0.1,0,0,81,231,0.4,1005.4,0.9
2021-01-02,04:20,-0.1,0,0,82,138,0.5,1005.6,0.9
2021-01-02,04:30,-0.1,0,0.1,82,132,0.5,1005.6,0.9
2021-01-02,04:40,-0,0,0.2,83,132,0.1,1005.6,0.6
2021-01-02,04:50,-0,0,0.4,83,132,0,1005.8,0.6
2021-01-02,05:00,-0.1,0,0.2,82,152,0.8,1005.8,1.2
2021-01-02,05:10,-0.1,0,0.2,81,159,0.9,1005.8,1.2
2021-01-02,05:20,-0.1,0,0.4,81,147,0.7,1005.8,0.9
2021-01-02,05:30,-0.3,0,0.3,80,139,1.3,1005.9,2.1
2021-01-02,05:40,-0.4,0,0.3,80,140,1.6,1005.9,2.1
2021-01-02,05:50,-0.3,0,0.7,77,142,1.5,1006.1,2.1
2021-01-02,06:00,-0.3,0,0.7,76,134,1,1006.1,1.5
2021-01-02,06:10,-0.3,0,0.7,77,139,0.8,1006.1,1.2
2021-01-02,06:20,-0.3,0,0.7,76,156,0.7,1006.3,1.2
2021-01-02,06:30,-0.2,0,0.7,76,159,0.5,1006.3,1.2
2021-01-02,06:40,-0.3,0,0.7,77,149,0.2,1006.4,0.6
2021-01-02,06:50,-0.4,0,0.7,78,139,0.5,1006.4,0.9
2021-01-02,07:00,-0.4,0,0.7,79,126,0.9,1006.4,1.5
2021-01-02,07:10,-0.3,0,1.2,78,128,1.2,1006.6,1.5
2021-01-02,07:20,-0.4,0,1.9,69,122,1.5,1006.6,2.1
2021-01-02,07:30,-0.7,0,1.6,67,129,1.5,1006.8,1.8
2021-01-02,07:40,-0.9,0,1.5,68,120,1,1006.9,1.8
2021-01-02,07:50,-0.8,0,1.8,67,110,0.6,1007.1,1.5
2021-01-02,08:00,-0.7,0,2.1,65,110,0.7,1007.3,1.5
2021-01-02,08:10,-0.6,0,2.1,64,121,1.6,1007.3,2.1
2021-01-02,08:20,-0.5,0,2,66,121,1.9,1007.4,2.4
2021-01-02,08:30,-0.3,0,2.1,65,122,2.1,1007.6,2.7
2021-01-02,08:40,0.2,0,2.1,66,126,2.1,1007.6,2.7
2021-01-02,08:50,0.5,0,2.1,65,127,2,1007.8,2.7
2021-01-02,09:00,1,0,2.3,64,137,2.2,1007.8,3.3
2021-01-02,09:10,1.8,0,2.4,63,143,2,1007.9,3.3
2021-01-02,09:20,2.9,0,2.6,62,146,2.7,1007.9,3.6
2021-01-02,09:30,4.8,0,2.4,62,144,2.1,1008.1,3.3
2021-01-02,09:40,6.4,0,2.6,61,148,1.8,1008.3,3
2021-01-02,09:50,7.2,0,2.7,61,144,1.9,1008.4,3
2021-01-02,10:00,8.8,0,2.6,61,140,1.9,1008.4,3.3
2021-01-02,10:10,11.3,0,2.6,62,150,2.3,1008.4,3.6
2021-01-02,10:20,13.5,0,2.8,60,147,3,1008.4,4.8
2021-01-02,10:30,15.2,0,2.8,60,147,3.2,1008.6,4.8
2021-01-02,10:40,19.3,0,2.8,60,147,3.5,1008.6,5.1
2021-01-02,10:50,24.4,0,2.9,59,158,3.6,1008.6,5.1
2021-01-02,11:00,32.1,0,2.9,59,154,3.1,1008.6,4.5
2021-01-02,11:10,38.8,0,2.9,59,160,3.5,1008.6,5.7
2021-01-02,11:20,51.3,0,3,59,156,3.4,1008.6,5.7
2021-01-02,11:30,56.4,0,3,59,152,3.5,1008.6,5.4
2021-01-02,11:40,72.3,0,3,59,157,3.8,1008.6,6
2021-01-02,11:50,90,0,3,59,161,3.4,1008.8,5.4
2021-01-02,12:00,89.8,0,3.1,58,167,3.2,1008.8,4.5
2021-01-02,12:10,77.4,0,3.2,58,165,3.7,1008.8,5.4
2021-01-02,12:20,64.9,0,3.2,58,159,3.5,1009,4.8
2021-01-02,12:30,57.3,0,3.2,58,157,4,1009,5.4
2021-01-02,12:40,48.6,0,3.3,57,163,4.3,1009.1,5.7
2021-01-02,12:50,39.6,0,3.2,58,153,3.6,1009.1,5.4
2021-01-02,13:00,30,0,3.1,59,148,3.1,1009.3,4.5
2021-01-02,13:10,25.6,0,3.3,58,160,3.3,1009.3,5.7
2021-01-02,13:20,24.9,0,3.2,58,162,3.5,1009.3,5.7
2021-01-02,13:30,21.2,0,3.2,58,165,4,1009.5,5.7
2021-01-02,13:40,17.5,0,3,59,159,3.4,1009.6,6
2021-01-02,13:50,15.2,0,3,59,154,3.4,1009.6,5.7
2021-01-02,14:00,11.2,0,2.9,60,146,2.6,1009.6,3.9
2021-01-02,14:10,7.6,0,3,59,156,3.1,1009.8,4.8
2021-01-02,14:20,5.2,0,2.9,59,152,2.7,1010,4.5
2021-01-02,14:30,3.8,0,2.9,59,150,2.8,1010,4.8
2021-01-02,14:40,2.7,0,2.9,59,151,2.2,1010.1,4.2
2021-01-02,14:50,2.3,0,3.3,56,154,3.4,1010.3,5.4
2021-01-02,15:00,1.7,0,3.2,55,161,3.6,1010.5,5.4
2021-01-02,15:10,0.6,0,3,56,136,1.7,1010.6,5.1
2021-01-02,15:20,-0.1,0,2.7,59,110,1.6,1010.8,2.7
2021-01-02,15:30,0,0,2.8,59,104,2.4,1010.8,3.9
2021-01-02,15:40,-0.2,0,2.7,59,102,2.6,1011,4.2
2021-01-02,15:50,-0.7,0,2.7,59,115,1.8,1011.1,3
2021-01-02,16:00,-0.8,0,2.7,59,102,1.8,1011.3,3
2021-01-02,16:10,-0.9,0,2.7,59,96,1.9,1011.5,2.7
2021-01-02,16:20,-1,0,2.6,60,106,1.6,1011.5,2.4
2021-01-02,16:30,-1.1,0,2.5,59,91,1,1011.6,1.8
2021-01-02,16:40,-1,0,2.5,60,70,0.5,1011.8,1.2
2021-01-02,16:50,-0.9,0,2.6,59,92,0.8,1012,1.5
2021-01-02,17:00,-1.2,0,2.2,61,121,0.8,1012,1.8
2021-01-02,17:10,-1.1,0,2.2,62,154,0.6,1012.2,1.2
2021-01-02,17:20,-1,0,2.2,62,139,0.8,1012.3,1.5
2021-01-02,17:30,-1.2,0,2.1,63,127,0.5,1012.3,0.9
2021-01-02,17:40,-0.8,0,2,63,154,0.7,1012.5,1.2
2021-01-02,17:50,-0.8,0,2,63,174,0.8,1012.7,1.2
2021-01-02,18:00,-1.1,0,1.9,64,162,0.6,1012.7,0.9
2021-01-02,18:10,-1.1,0,1.7,65,141,0.6,1012.8,0.9
2021-01-02,18:20,-1.1,0,1.5,65,124,0.3,1013,0.9
2021-01-02,18:30,-1.1,0,1.5,66,124,0.2,1013.2,0.6
2021-01-02,18:40,-1,0,1.4,67,138,0.7,1013.3,0.9
2021-01-02,18:50,-1.3,0,1.3,67,146,0.4,1013.5,0.9
2021-01-02,19:00,-2.2,0,1.7,68,180,0.6,1013.7,1.2
2021-01-02,19:10,-2.1,0,1.6,68,319,0.5,1013.7,1.2
2021-01-02,19:20,-2.7,0,1.1,68,347,0.2,1013.8,0.9
2021-01-02,19:30,-2.3,0,1.1,70,3,0.3,1014,0.9
2021-01-02,19:40,-1.9,0,1.1,70,69,0.5,1014.2,1.5
2021-01-02,19:50,-1.4,0,1.1,70,106,0.1,1014.2,0.9
2021-01-02,20:00,0.1,0,2.4,62,169,1,1014.5,3
2021-01-02,20:10,0.2,0,2.9,56,153,1.7,1014.7,3.3
2021-01-02,20:20,-0.1,0,3,53,153,1.8,1014.7,4.2
2021-01-02,20:30,0,0,3.2,51,134,2.2,1014.8,3.6
2021-01-02,20:40,-0.2,0,3,51,124,2.1,1015,4.2
2021-01-02,20:50,-0.9,0,3.1,51,125,1.5,1015,3.6
2021-01-02,21:00,-1.5,0,2.3,56,131,1,1015.2,3
2021-01-02,21:10,-1.5,0,1.9,66,318,1.8,1015.5,2.7
2021-01-02,21:20,-1.2,0,2.1,64,290,2.1,1015.7,2.7
2021-01-02,21:30,-1.8,0,1.7,62,294,1.3,1015.7,2.7
2021-01-02,21:40,-2.3,0,1.3,65,332,0.6,1015.9,1.5
2021-01-02,21:50,-1.3,0,1.8,61,287,0.5,1015.9,1.5
2021-01-02,22:00,-1,0,2.1,56,212,0.9,1016,1.8
2021-01-02,22:10,-2,0,1.4,58,125,0.5,1016.2,1.5
2021-01-02,22:20,-2.1,0,1.2,62,107,0.4,1016.4,0.9
2021-01-02,22:30,-2,0,1.3,65,91,0.5,1016.7,0.9
2021-01-02,22:40,-1.9,0,0.8,65,134,0.4,1016.9,1.2
2021-01-02,22:50,-1.3,0,0.9,65,218,0.7,1016.9,1.5
2021-01-02,23:00,-1.1,0,1.1,65,44,1,1017,1.8
2021-01-02,23:10,-1.5,0,1,64,49,0.5,1017.2,1.2
2021-01-02,23:20,-1.6,0,0.8,66,130,0.8,1017.2,1.5
2021-01-02,23:30,-0.7,0,1.1,61,119,1.3,1017.4,3.3
2021-01-02,23:40,-1.6,0,0.4,63,140,2.1,1017.5,3.6
2021-01-02,23:50,-2,0,-0.1,67,82,0.6,1017.7,1.5
2021-01-03,00:00,-1.5,0,-0.1,67,156,1.1,1017.9,2.1
2021-01-03,00:10,-1.6,0,0.1,66,148,1,1017.9,1.8
2021-01-03,00:20,-1.8,0,-0.3,67,126,1.2,1018,1.8
2021-01-03,00:30,-1.7,0,-0.5,68,141,0.8,1018.2,1.5
2021-01-03,00:40,-1.7,0,-0.4,69,131,1,1018.2,1.5
2021-01-03,00:50,-1.1,0,-0.9,69,149,1.8,1018.4,2.7
2021-01-03,01:00,-1.1,0,-0.5,69,140,1.6,1018.6,2.7
2021-01-03,01:10,-1.1,0,-0.9,70,135,1.5,1018.7,2.7
2021-01-03,01:20,-1.2,0,-0.6,70,120,1.1,1018.7,2.1
2021-01-03,01:30,-1.2,0,-0.7,69,135,1.6,1018.9,2.1
2021-01-03,01:40,-1.2,0,-0.4,67,129,1.6,1019.1,2.7
2021-01-03,01:50,-1.4,0,-0.8,68,137,1.4,1019.1,1.8
2021-01-03,02:00,-1,0,-0.7,68,144,1.3,1019.2,1.8
2021-01-03,02:10,-1.6,0,-0.9,68,122,1,1019.4,1.8
2021-01-03,02:20,-1.7,0,-0.9,69,151,0.6,1019.6,0.9
2021-01-03,02:30,-0.8,0,-0.8,68,165,0.2,1019.7,0.9
2021-01-03,02:40,-0.9,0,-1,68,180,0.2,1019.7,0.9
2021-01-03,02:50,-1,0,-0.6,67,217,0.8,1019.9,1.2
2021-01-03,03:00,-1.4,0,-1.1,67,175,0.2,1019.9,0.6
2021-01-03,03:10,-1.4,0,-1.1,68,140,0.1,1020.1,0.6
2021-01-03,03:20,-1.6,0,-1.4,69,139,0.1,1020.2,0.6
2021-01-03,03:30,-0.9,0,-1.1,71,161,0.7,1020.2,1.2
2021-01-03,03:40,-0.8,0,-1,69,144,1,1020.4,1.5
2021-01-03,03:50,-1,0,-0.7,69,141,1,1020.4,1.5
2021-01-03,04:00,-0.8,0,-0.7,69,142,0.8,1020.4,1.5
2021-01-03,04:10,-0.6,0,-0.7,68,141,0.9,1020.4,1.2
2021-01-03,04:20,-0.9,0,-0.9,68,142,0.8,1020.4,1.2
2021-01-03,04:30,-0.8,0,-1,68,139,0.8,1020.6,1.2
2021-01-03,04:40,-1.1,0,-1.2,69,137,0.6,1020.6,0.9
2021-01-03,04:50,-0.8,0,-1.1,70,149,0.8,1020.6,1.2
2021-01-03,05:00,-1,0,-1.1,70,143,0.9,1020.7,1.2
2021-01-03,05:10,-1.2,0,-1.3,69,144,0.5,1020.7,1.2
2021-01-03,05:20,-1.1,0,-1.4,70,146,0.5,1020.9,0.9
2021-01-03,05:30,-1,0,-1.5,70,127,0.2,1021.1,0.9
2021-01-03,05:40,-0.9,0,-1.3,71,138,0.7,1021.1,1.2
2021-01-03,05:50,-0.7,0,-1.1,71,133,0.9,1021.2,1.2
2021-01-03,06:00,-0.6,0,-0.9,70,146,0.8,1021.2,1.2
2021-01-03,06:10,-0.7,0,-1.3,70,132,0.4,1021.4,0.9
2021-01-03,06:20,-0.4,0,-1,71,200,0.5,1021.6,1.2
2021-01-03,06:30,-0.6,0,-1,71,172,0.8,1021.8,1.2
2021-01-03,06:40,-0.8,0,-1.2,70,155,0.8,1021.8,1.2
2021-01-03,06:50,-1,0,-1.2,70,161,0.6,1021.8,0.9
2021-01-03,07:00,-0.9,0,-1.4,71,156,0.5,1021.9,0.9
2021-01-03,07:10,-1,0,-1.7,71,125,0.2,1022.1,0.9
2021-01-03,07:20,-0.5,0,-0.9,72,167,0.8,1022.1,1.2
2021-01-03,07:30,-0.8,0,-1.3,71,128,1,1022.3,1.5
2021-01-03,07:40,-1,0,-1.2,71,114,0.3,1022.4,0.9
2021-01-03,07:50,-1.1,0,-1.5,71,141,0.3,1022.6,1.2
2021-01-03,08:00,-0.6,0,-1.1,72,163,1,1022.6,1.8
2021-01-03,08:10,-0.5,0,-1.3,71,148,0.4,1022.8,0.6
2021-01-03,08:20,0.5,0,-1,73,124,0.6,1022.9,1.5
2021-01-03,08:30,1.6,0,-1,72,92,0.9,1023.1,1.5
2021-01-03,08:40,2.8,0,-0.8,70,92,1,1023.1,1.5
2021-01-03,08:50,4.6,0,-0.6,71,92,1,1023.3,1.5
2021-01-03,09:00,6.5,0,-0.7,71,92,1,1023.4,1.5
2021-01-03,09:10,8,0,-0.8,72,92,0.7,1023.6,1.2
2021-01-03,09:20,9.9,0,-0.9,72,92,0.2,1023.6,0.6
2021-01-03,09:30,14,0,-1.2,73,92,0.4,1023.8,0.9
2021-01-03,09:40,35.9,0,-0.9,73,92,0.1,1023.9,0.6
2021-01-03,09:50,43.1,0,-0.5,74,103,0.4,1023.9,0.9
2021-01-03,10:00,50,0,-0.2,73,146,0.2,1023.9,0.6
2021-01-03,10:10,56.4,0,-0.5,72,136,0.1,1024.1,0.6
2021-01-03,10:20,62.8,0,-0.5,72,171,0.5,1024.1,0.9
2021-01-03,10:30,68.4,0,-0.3,72,184,0.3,1024.3,0.9
2021-01-03,10:40,74.2,0,0.2,72,196,0.2,1024.3,0.9
2021-01-03,10:50,78.2,0,1.1,71,198,0,1024.3,0.3
2021-01-03,11:00,82,0,0.3,70,198,0.1,1024.4,0.6
2021-01-03,11:10,85.4,0,0.6,70,195,0.1,1024.3,0.6
2021-01-03,11:20,87.2,0,0.8,69,190,0,1024.3,0.6
2021-01-03,11:30,89.2,0,0.5,68,190,0.1,1024.4,0.6
2021-01-03,11:40,90,0,0,69,190,0.2,1024.6,0.6
2021-01-03,11:50,45.6,0,0.3,69,190,0.1,1024.6,0.6
2021-01-03,12:00,19.6,0,-0.3,69,183,0.2,1024.6,0.6
2021-01-03,12:10,20.3,0,-0.4,70,163,0.6,1024.6,0.9
2021-01-03,12:20,21,0,-0.3,70,151,0.5,1024.6,1.2
2021-01-03,12:30,21.1,0,-0.5,70,150,0,1024.8,0.3
2021-01-03,12:40,19.7,0,-0.5,70,150,0.1,1024.8,0.6
2021-01-03,12:50,19.8,0,-0.3,70,150,0.5,1024.8,0.9
2021-01-03,13:00,19.4,0,-0.6,70,149,0,1024.8,0.3
