%ITP 9, profile 5: year day longitude(E+) latitude(N+) ndepths
2007  256.25830  -128.5094  87.0681  159
%pressure(dbar) temperature(C) salinity nobs
  6.4   -1.5652   28.8127  10
  6.9   -1.5653   28.8130   7
  8.0   -1.5652   28.8159   4
  9.0   -1.5652   28.8165   3
  9.9   -1.5651   28.8168   4
 11.0   -1.5652   28.8173   4
 12.0   -1.5649   28.8192   3
 13.0   -1.5651   28.8203   4
 14.1   -1.5649   28.8207   4
 15.0   -1.5648   28.8231   3
 16.0   -1.5647   28.8247   4
 17.0   -1.5647   28.8262   3
 17.9   -1.5642   28.8269   4
 19.0   -1.5639   28.8290   4
 20.0   -1.5633   28.8302   3
 21.0   -1.5628   28.8317   4
 22.1   -1.5626   28.8319   4
 23.1   -1.5626   28.8323   3
 24.0   -1.5625   28.8325   4
 25.0   -1.5622   28.8333   3
 26.0   -1.5606   28.8376   4
 26.9   -1.5569   28.8486   3
 27.9   -1.5523   28.8819   4
 29.0   -1.5377   29.1274   4
 30.0   -1.5254   29.3717   3
 31.0   -1.5207   29.4475   4
 32.0   -1.5169   29.4952   3
 32.9   -1.5196   29.5278   4
 34.1   -1.5294   29.5654   4
 35.1   -1.5336   29.5981   3
 36.0   -1.5352   29.6309   4
 37.0   -1.5414   29.6654   3
 38.0   -1.5430   29.7081   4
 39.0   -1.5387   29.7560   3
 39.9   -1.5412   29.8062   4
 41.1   -1.5448   29.8494   4
 42.0   -1.5479   29.9058   3
 43.0   -1.5521   29.9664   4
 44.0   -1.5539   30.0125   3
 45.0   -1.5535   30.0374   4
 45.9   -1.5505   30.0857   3
 46.9   -1.5616   30.1812   4
 48.0   -1.5583   30.3007   4
 49.0   -1.5709   30.4404   3
 50.0   -1.5697   30.5632   4
 50.9   -1.5799   30.6826   3
 51.9   -1.5785   30.8218   4
 53.0   -1.5790   30.9161   4
 54.0   -1.5775   30.9892   3
 55.0   -1.5778   31.0416   4
 56.0   -1.5745   31.0909   3
 56.9   -1.5716   31.1278   4
 58.1   -1.5736   31.2095   4
 59.0   -1.5711   31.3200   3
 60.0   -1.5685   31.4406   4
 61.0   -1.5665   31.5452   3
 62.0   -1.5742   31.6290   4
 63.1   -1.5766   31.7080   4
 64.0   -1.5768   31.7826   3
 65.0   -1.5731   31.8671   4
 66.0   -1.5708   31.9332   3
 67.0   -1.5607   31.9898   4
 68.0   -1.5625   32.0562   3
 68.9   -1.5538   32.1125   4
 70.1   -1.5608   32.1745   4
 71.0   -1.5755   32.2238   3
 72.0   -1.5837   32.2527   4
 73.0   -1.5803   32.2998   3
 74.0   -1.5615   32.3577   4
 75.0   -1.5487   32.3990   3
 76.0   -1.5406   32.4396   4
 77.0   -1.5210   32.4774   3
 77.9   -1.5127   32.5323   4
 79.1   -1.5073   32.5675   4
 80.0   -1.5000   32.6194   3
 81.0   -1.4883   32.6866   4
 82.0   -1.4809   32.7389   3
 83.0   -1.4776   32.7871   4
 84.0   -1.4704   32.8353   3
 85.0   -1.4722   32.8692   4
